"","cidade","area","comodos","banheiros","vagas","andares","animais","mobilia","condominio","aluguel","iptu","seguro","somatorio","cod","andares_new","animais_new","mobilia_new"
"5842","Belo Horizonte",100,3,2,1,"2","acept","not furnished",745,1400,119,19,2283,5842,2,1,0
"5844","Campinas",110,3,3,2,"0","acept","not furnished",560,3200,88,49,3897,5844,0,1,0
"5845","Rio de Janeiro",23,1,1,0,"4","not acept","not furnished",550,1500,0,20,2070,5845,4,0,0
"5848","Porto Alegre",86,2,1,0,"0","acept","not furnished",250,1150,58,21,1479,5848,0,1,0
"5850","Belo Horizonte",110,2,2,1,"6","acept","not furnished",700,4000,84,54,4838,5850,6,1,0
"5852","Campinas",48,1,1,1,"1","not acept","not furnished",450,550,42,7,1049,5852,1,0,0
"5854","Belo Horizonte",84,3,2,0,"3","acept","not furnished",250,1250,130,17,1647,5854,3,1,0
"5857","Rio de Janeiro",66,2,1,1,"5","acept","not furnished",800,1560,88,21,2469,5857,5,1,0
"5858","Rio de Janeiro",81,3,1,1,"7","acept","not furnished",725,1500,49,20,2294,5858,7,1,0
"5864","Belo Horizonte",155,4,5,3,"15","acept","not furnished",1700,6200,542,83,8525,5864,15,1,0
"5869","Porto Alegre",30,1,1,0,"2","acept","furnished",200,1100,42,17,1359,5869,2,1,1
"5872","Belo Horizonte",73,3,1,0,"1","acept","not furnished",200,900,38,12,1150,5872,1,1,0
"5874","Porto Alegre",101,3,2,0,"3","acept","furnished",450,1920,87,29,2486,5874,3,1,1
"5875","Rio de Janeiro",30,1,1,0,"11","acept","not furnished",500,1720,0,23,2243,5875,11,1,0
"5877","Rio de Janeiro",30,1,1,1,"3","acept","not furnished",0,500,0,7,507,5877,3,1,0
"5883","Belo Horizonte",62,2,2,0,"1","acept","not furnished",0,1300,0,18,1318,5883,1,1,0
"5886","Rio de Janeiro",266,4,4,2,"4","acept","not furnished",1704,4850,659,63,7276,5886,4,1,0
"5889","Belo Horizonte",57,3,1,1,"4","acept","not furnished",300,900,56,12,1268,5889,4,1,0
"5892","Porto Alegre",274,3,2,2,"1","acept","not furnished",300,2500,253,37,3090,5892,1,1,0
"5896","Rio de Janeiro",78,2,2,1,"2","acept","not furnished",180,1650,0,26,1856,5896,2,1,0
"5898","Rio de Janeiro",130,3,2,0,"6","acept","not furnished",1350,2700,300,35,4385,5898,6,1,0
"5901","Rio de Janeiro",80,2,1,0,"2","acept","not furnished",270,2850,173,37,3330,5901,2,1,0
"5905","Campinas",163,3,5,3,"20","acept","not furnished",1450,9800,350,125,11730,5905,20,1,0
"5906","Rio de Janeiro",110,3,1,1,"8","acept","not furnished",1055,1820,124,24,3023,5906,8,1,0
"5909","Campinas",96,3,3,2,"4","not acept","not furnished",590,4147,243,53,5033,5909,4,0,0
"5910","Belo Horizonte",90,2,3,0,"0","acept","not furnished",0,2080,9,35,2124,5910,0,1,0
"5913","Rio de Janeiro",77,2,1,0,"5","acept","not furnished",705,1200,59,16,1980,5913,5,1,0
"5917","Belo Horizonte",344,4,4,3,"0","not acept","not furnished",0,3500,121,58,3679,5917,0,0,0
"5918","Belo Horizonte",140,4,2,2,"3","acept","not furnished",877,1950,271,26,3124,5918,3,1,0
"5919","Belo Horizonte",95,3,4,1,"9","acept","not furnished",957,3000,254,40,4251,5919,9,1,0
"5920","Campinas",55,2,1,1,"1","acept","not furnished",270,900,34,12,1216,5920,1,1,0
"5921","Campinas",54,1,2,0,"1","acept","not furnished",245,720,46,10,1021,5921,1,1,0
"5922","Belo Horizonte",50,2,1,2,"6","acept","not furnished",220,850,109,12,1191,5922,6,1,0
"5928","Rio de Janeiro",50,1,1,0,"2","acept","furnished",532,1700,77,22,2331,5928,2,1,1
"5929","Porto Alegre",77,2,2,2,"3","acept","not furnished",450,2500,0,37,2987,5929,3,1,0
"5936","Porto Alegre",28,1,1,0,"4","acept","not furnished",150,800,15,12,977,5936,4,1,0
"5937","Rio de Janeiro",76,2,2,1,"9","acept","furnished",1400,3360,203,44,5007,5937,9,1,1
"5940","Rio de Janeiro",180,3,3,0,"0","acept","not furnished",20,2500,170,39,2729,5940,0,1,0
"5942","Porto Alegre",60,1,1,0,"2","acept","not furnished",200,750,42,11,1003,5942,2,1,0
"5943","Porto Alegre",87,2,2,2,"19","acept","not furnished",630,2900,67,43,3640,5943,19,1,0
"5948","Rio de Janeiro",100,3,1,2,"1","acept","not furnished",1890,4500,213,58,6661,5948,1,1,0
"5954","Porto Alegre",55,2,1,0,"2","acept","not furnished",287,1000,42,15,1344,5954,2,1,0
"5956","Belo Horizonte",66,2,1,1,"1","not acept","not furnished",250,1650,83,22,2005,5956,1,0,0
"5957","Campinas",269,4,5,0,"12","acept","not furnished",3000,5100,963,65,9128,5957,12,1,0
"5958","Rio de Janeiro",50,2,1,1,"5","acept","furnished",470,1550,13,20,2053,5958,5,1,1
"5961","Rio de Janeiro",50,2,1,0,"5","acept","furnished",460,1800,50,24,2334,5961,5,1,1
"5963","Campinas",40,1,1,1,"1","not acept","furnished",560,1000,33,13,1606,5963,1,0,1
"5965","Porto Alegre",27,1,1,0,"2","acept","not furnished",100,960,75,15,1150,5965,2,1,0
"5967","Porto Alegre",50,1,1,0,"2","not acept","not furnished",250,1500,50,22,1822,5967,2,0,0
"5971","Porto Alegre",70,2,1,1,"2","acept","not furnished",390,930,45,14,1379,5971,2,1,0
"5973","Campinas",60,2,1,1,"3","acept","not furnished",345,820,16,11,1192,5973,3,1,0
"5974","Rio de Janeiro",80,2,2,0,"3","acept","not furnished",450,1275,0,17,1742,5974,3,1,0
"5981","Rio de Janeiro",38,1,1,1,"3","acept","not furnished",423,1450,0,19,1892,5981,3,1,0
"5985","Belo Horizonte",68,2,1,0,"0","acept","not furnished",35,1000,0,17,1052,5985,0,1,0
"5986","Porto Alegre",46,1,1,0,"5","acept","not furnished",280,990,30,15,1315,5986,5,1,0
"5987","Porto Alegre",63,2,1,2,"6","acept","furnished",700,2750,92,41,3583,5987,6,1,1
"5991","Rio de Janeiro",119,3,3,2,"7","acept","not furnished",1200,3000,129,39,4368,5991,7,1,0
"5992","Porto Alegre",40,1,1,0,"2","not acept","not furnished",210,796,26,12,1044,5992,2,0,0
"5993","Porto Alegre",110,3,1,1,"2","acept","not furnished",450,2700,83,40,3273,5993,2,1,0
"5998","Rio de Janeiro",152,4,2,1,"7","acept","furnished",1944,3500,357,46,5847,5998,7,1,1
"6001","Rio de Janeiro",120,3,3,2,"6","acept","not furnished",1316,3000,504,39,4859,6001,6,1,0
"6003","Porto Alegre",180,3,2,1,"3","not acept","not furnished",1300,2000,125,30,3455,6003,3,0,0
"6004","Belo Horizonte",61,3,1,1,"2","acept","not furnished",300,1500,85,20,1905,6004,2,1,0
"6005","Campinas",62,2,1,0,"2","acept","not furnished",430,800,25,11,1266,6005,2,1,0
"6007","Belo Horizonte",60,2,1,1,"2","acept","not furnished",250,1300,30,18,1598,6007,2,1,0
"6008","Porto Alegre",58,1,2,2,"2","acept","not furnished",450,2200,0,33,2683,6008,2,1,0
"6012","Belo Horizonte",47,2,1,1,"4","not acept","not furnished",250,1300,0,18,1568,6012,4,0,0
"6015","Rio de Janeiro",600,7,6,2,"0","not acept","furnished",0,9000,1084,138,10220,6015,0,0,1
"6016","Rio de Janeiro",200,4,5,3,"0","acept","not furnished",0,6200,155,95,6450,6016,0,1,0
"6020","Rio de Janeiro",60,2,1,1,"3","not acept","not furnished",530,1230,88,16,1864,6020,3,0,0
"6021","Rio de Janeiro",145,3,2,1,"3","acept","not furnished",3300,9000,700,116,13120,6021,3,1,0
"6026","Porto Alegre",123,3,3,1,"2","not acept","not furnished",0,3000,0,44,3044,6026,2,0,0
"6030","Porto Alegre",36,1,1,1,"17","acept","not furnished",225,1200,35,18,1478,6030,17,1,0
"6034","Rio de Janeiro",25,1,1,0,"0","acept","not furnished",50,700,0,10,760,6034,0,1,0
"6039","Porto Alegre",100,3,2,2,"0","acept","not furnished",1,2300,84,41,2426,6039,0,1,0
"6044","Rio de Janeiro",89,2,2,1,"2","acept","not furnished",800,2900,148,38,3886,6044,2,1,0
"6045","Porto Alegre",30,1,1,0,"3","acept","not furnished",140,1360,24,20,1544,6045,3,1,0
"6046","Porto Alegre",39,1,1,0,"11","acept","not furnished",340,600,13,9,962,6046,11,1,0
"6051","Campinas",120,3,2,3,"0","acept","not furnished",0,2200,180,34,2414,6051,0,1,0
"6052","Campinas",45,1,1,0,"0","not acept","not furnished",0,700,25,11,736,6052,0,0,0
"6056","Rio de Janeiro",179,4,2,0,"9","acept","not furnished",1600,3040,484,40,5164,6056,9,1,0
"6057","Belo Horizonte",140,4,2,2,"3","acept","not furnished",777,2000,237,27,3041,6057,3,1,0
"6058","Belo Horizonte",27,1,1,0,"1","not acept","furnished",0,1167,334,16,1517,6058,1,0,1
"6060","Porto Alegre",350,4,3,3,"0","acept","furnished",0,4400,209,79,4688,6060,0,1,1
"6070","Porto Alegre",30,1,1,0,"2","acept","furnished",280,1270,42,19,1611,6070,2,1,1
"6073","Rio de Janeiro",84,3,1,0,"1","not acept","not furnished",900,3100,209,40,4249,6073,1,0,0
"6075","Porto Alegre",97,3,3,3,"5","acept","not furnished",850,3000,164,44,4058,6075,5,1,0
"6076","Rio de Janeiro",110,3,2,1,"8","acept","not furnished",1488,2500,190,33,4211,6076,8,1,0
"6077","Belo Horizonte",77,3,3,2,"2","acept","furnished",1010,2200,306,30,3546,6077,2,1,1
"6078","Rio de Janeiro",105,3,2,1,"4","acept","not furnished",1590,2500,258,33,4381,6078,4,1,0
"6084","Rio de Janeiro",80,2,2,1,"8","acept","not furnished",760,2500,300,33,3593,6084,8,1,0
"6086","Belo Horizonte",32,1,1,0,"9","not acept","not furnished",300,1000,100,14,1414,6086,9,0,0
"6087","Belo Horizonte",48,2,1,1,"2","acept","not furnished",170,1400,12,19,1601,6087,2,1,0
"6089","Rio de Janeiro",30,1,1,0,"14","acept","furnished",706,1100,133,15,1954,6089,14,1,1
"6090","Porto Alegre",75,2,2,1,"4","acept","not furnished",488,2800,135,41,3464,6090,4,1,0
"6091","Porto Alegre",59,2,2,1,"2","acept","not furnished",490,1450,48,22,2010,6091,2,1,0
"6093","Campinas",140,4,3,2,"2","acept","not furnished",1070,3000,250,39,4359,6093,2,1,0
"6095","Campinas",23,1,1,0,"0","not acept","furnished",0,990,0,13,1003,6095,0,0,1
"6099","Belo Horizonte",100,3,1,0,"0","acept","not furnished",0,2000,216,33,2249,6099,0,1,0
"6101","Belo Horizonte",88,3,2,1,"3","acept","not furnished",320,1290,0,18,1628,6101,3,1,0
"6102","Belo Horizonte",465,7,7,2,"0","acept","furnished",0,15000,435,246,15680,6102,0,1,1
"6107","Porto Alegre",216,3,2,1,"23","acept","not furnished",1400,3800,167,56,5423,6107,23,1,0
"6108","Campinas",150,1,2,0,"0","acept","not furnished",0,1200,0,19,1219,6108,0,1,0
"6110","Belo Horizonte",110,2,4,2,"5","acept","not furnished",690,2700,213,36,3639,6110,5,1,0
"6111","Porto Alegre",50,2,1,1,"3","acept","furnished",334,1300,16,19,1669,6111,3,1,1
"6116","Belo Horizonte",950,6,6,2,"0","acept","not furnished",1130,10000,1375,164,12670,6116,0,1,0
"6118","Rio de Janeiro",100,3,2,1,"7","not acept","not furnished",1100,3000,190,39,4329,6118,7,0,0
"6120","Belo Horizonte",77,2,1,1,"2","acept","furnished",400,960,129,13,1502,6120,2,1,1
"6125","Rio de Janeiro",40,1,2,0,"7","acept","not furnished",500,1800,53,24,2377,6125,7,1,0
"6129","Rio de Janeiro",80,2,3,1,"12","acept","furnished",850,4500,0,58,5408,6129,12,1,1
"6130","Rio de Janeiro",50,1,1,0,"0","acept","not furnished",0,1850,0,24,1874,6130,0,1,0
"6132","Belo Horizonte",320,4,5,4,"6","not acept","not furnished",3480,5000,940,67,9487,6132,6,0,0
"6134","Rio de Janeiro",110,3,3,0,"0","acept","not furnished",200,2400,57,37,2694,6134,0,1,0
"6140","Rio de Janeiro",210,4,5,2,"2","acept","not furnished",2300,8000,850,104,11250,6140,2,1,0
"6141","Porto Alegre",50,2,1,1,"5","acept","not furnished",188,1180,0,18,1386,6141,5,1,0
"6145","Belo Horizonte",92,3,2,1,"1","acept","not furnished",220,1600,0,22,1842,6145,1,1,0
"6146","Rio de Janeiro",189,3,2,0,"3","acept","not furnished",1371,4500,452,58,6381,6146,3,1,0
"6147","Porto Alegre",38,1,1,1,"9","acept","not furnished",350,2500,42,37,2929,6147,9,1,0
"6149","Rio de Janeiro",64,2,1,1,"4","acept","not furnished",650,2700,120,35,3505,6149,4,1,0
"6157","Rio de Janeiro",180,4,5,3,"4","acept","not furnished",1200,10000,725,129,12050,6157,4,1,0
"6164","Porto Alegre",61,2,1,0,"3","not acept","not furnished",400,1445,0,22,1867,6164,3,0,0
"6165","Rio de Janeiro",85,2,1,0,"1","acept","not furnished",460,1700,58,22,2240,6165,1,1,0
"6166","Belo Horizonte",235,4,3,1,"0","acept","not furnished",0,12000,563,197,12760,6166,0,1,0
"6168","Rio de Janeiro",25,1,1,0,"2","acept","not furnished",250,540,0,7,797,6168,2,1,0
"6169","Rio de Janeiro",85,2,2,1,"2","acept","not furnished",1140,3600,363,47,5150,6169,2,1,0
"6175","Porto Alegre",40,1,1,1,"2","acept","furnished",300,1500,23,22,1845,6175,2,1,1
"6176","Campinas",92,3,2,3,"1","acept","furnished",752,2525,0,32,3309,6176,1,1,1
"6177","Rio de Janeiro",480,5,6,4,"3","acept","not furnished",3236,8000,1600,104,12940,6177,3,1,0
"6178","Belo Horizonte",55,2,2,2,"3","acept","not furnished",670,2000,177,27,2874,6178,3,1,0
"6179","Belo Horizonte",24,1,1,1,"7","not acept","not furnished",157,1200,0,16,1373,6179,7,0,0
"6181","Rio de Janeiro",80,2,1,0,"9","acept","not furnished",500,1600,158,21,2279,6181,9,1,0
"6183","Porto Alegre",72,2,1,0,"1","acept","not furnished",200,1200,67,18,1485,6183,1,1,0
"6184","Porto Alegre",90,2,1,0,"1","acept","not furnished",300,1353,77,20,1750,6184,1,1,0
"6185","Belo Horizonte",22,1,1,0,"1","not acept","furnished",0,700,0,10,710,6185,1,0,1
"6188","Belo Horizonte",23,1,1,1,"7","acept","not furnished",144,1300,132,18,1594,6188,7,1,0
"6189","Porto Alegre",46,1,1,0,"2","acept","not furnished",0,1070,56,16,1142,6189,2,1,0
"6190","Campinas",70,1,1,1,"2","acept","furnished",460,2350,6,30,2846,6190,2,1,1
"6191","Belo Horizonte",150,5,3,0,"0","acept","not furnished",0,3250,100,54,3404,6191,0,1,0
"6192","Campinas",55,1,1,0,"5","acept","not furnished",473,500,17,7,997,6192,5,1,0
"6197","Campinas",52,2,1,1,"7","acept","not furnished",248,980,77,13,1318,6197,7,1,0
"6198","Rio de Janeiro",100,3,1,1,"1","acept","not furnished",1700,3000,250,39,4989,6198,1,1,0
"6201","Campinas",137,3,2,1,"4","acept","not furnished",1500,1800,250,23,3573,6201,4,1,0
"6202","Porto Alegre",42,1,1,0,"2","acept","not furnished",250,1200,27,18,1495,6202,2,1,0
"6204","Rio de Janeiro",90,3,2,0,"1","not acept","not furnished",0,2000,0,31,2031,6204,1,0,0
"6205","Rio de Janeiro",30,1,1,0,"9","acept","furnished",550,1854,0,11,2415,6205,9,1,1
"6208","Rio de Janeiro",130,4,2,1,"2","not acept","furnished",700,3300,145,43,4188,6208,2,0,1
"6209","Campinas",128,3,3,2,"1","acept","not furnished",1236,2650,682,34,4602,6209,1,1,0
"6211","Campinas",42,1,1,0,"1","acept","not furnished",0,690,12,9,711,6211,1,1,0
"6212","Campinas",140,3,3,2,"8","acept","not furnished",900,2370,0,31,3301,6212,8,1,0
"6214","Campinas",50,2,1,1,"3","acept","not furnished",300,1170,0,15,1485,6214,3,1,0
"6220","Porto Alegre",360,5,3,6,"0","acept","furnished",0,4800,197,86,5083,6220,0,1,1
"6226","Campinas",130,3,2,2,"4","acept","furnished",1150,2800,184,36,4170,6226,4,1,1
"6229","Rio de Janeiro",45,1,1,0,"4","not acept","furnished",450,4500,80,58,5088,6229,4,0,1
"6230","Belo Horizonte",60,2,1,1,"1","acept","not furnished",467,750,78,10,1305,6230,1,1,0
"6232","Porto Alegre",58,2,1,0,"2","acept","not furnished",299,750,30,11,1090,6232,2,1,0
"6236","Campinas",54,2,1,1,"3","acept","not furnished",286,999,23,13,1321,6236,3,1,0
"6237","Belo Horizonte",55,2,1,1,"3","acept","not furnished",270,1300,85,18,1673,6237,3,1,0
"6241","Campinas",77,3,1,2,"3","acept","not furnished",486,1500,49,20,2055,6241,3,1,0
"6242","Belo Horizonte",72,2,1,1,"9","acept","not furnished",421,1200,83,16,1720,6242,9,1,0
"6244","Rio de Janeiro",95,2,2,1,"11","acept","not furnished",1024,3000,28120,39,32180,6244,11,1,0
"6246","Rio de Janeiro",30,1,1,0,"6","not acept","not furnished",500,700,0,10,1210,6246,6,0,0
"6248","Rio de Janeiro",95,3,2,1,"3","acept","not furnished",1000,2245,268,29,3542,6248,3,1,0
"6251","Porto Alegre",170,3,2,0,"3","acept","furnished",1750,1000,165,15,2930,6251,3,1,1
"6252","Rio de Janeiro",46,2,1,0,"9","not acept","not furnished",550,820,0,11,1381,6252,9,0,0
"6253","Rio de Janeiro",97,3,2,0,"5","acept","not furnished",900,2734,270,36,3940,6253,5,1,0
"6255","Rio de Janeiro",30,1,1,0,"2","not acept","not furnished",350,1140,0,15,1505,6255,2,0,0
"6268","Campinas",62,2,1,0,"1","acept","not furnished",280,709,22,9,1020,6268,1,1,0
"6270","Rio de Janeiro",333,5,4,3,"5","acept","not furnished",2100,7000,1000,91,10190,6270,5,1,0
"6273","Rio de Janeiro",120,3,2,2,"1","acept","furnished",1790,5500,509,71,7870,6273,1,1,1
"6274","Porto Alegre",35,1,1,0,"1","acept","not furnished",100,960,75,15,1150,6274,1,1,0
"6275","Rio de Janeiro",67,2,1,0,"4","acept","not furnished",810,1529,80,17,2436,6275,4,1,0
"6277","Campinas",80,3,2,2,"17","acept","not furnished",560,2500,175,32,3267,6277,17,1,0
"6279","Porto Alegre",100,2,2,2,"0","acept","not furnished",120,2200,159,33,2512,6279,0,1,0
"6280","Rio de Janeiro",60,1,1,0,"5","acept","not furnished",500,750,100,10,1360,6280,5,1,0
"6281","Campinas",87,3,2,1,"12","acept","furnished",870,1450,100,19,2439,6281,12,1,1
"6288","Belo Horizonte",80,3,2,1,"7","acept","not furnished",820,2000,152,27,2999,6288,7,1,0
"6294","Rio de Janeiro",70,2,1,1,"5","acept","furnished",843,1100,84,15,2042,6294,5,1,1
"6296","Campinas",348,3,3,3,"0","acept","not furnished",0,6000,350,91,6441,6296,0,1,0
"6298","Rio de Janeiro",86,2,2,1,"1","not acept","furnished",1500,5500,375,71,7446,6298,1,0,1
"6302","Belo Horizonte",100,3,3,1,"1","acept","not furnished",350,1600,120,22,2092,6302,1,1,0
"6303","Rio de Janeiro",185,3,2,1,"3","acept","not furnished",2488,6900,0,89,9477,6303,3,1,0
"6309","Campinas",400,4,6,3,"0","acept","not furnished",1200,6800,700,103,8803,6309,0,1,0
"6310","Belo Horizonte",42,2,1,1,"4","acept","not furnished",175,690,63,10,938,6310,4,1,0
"6311","Belo Horizonte",180,3,1,0,"0","acept","not furnished",0,3400,367,56,3823,6311,0,1,0
"6312","Campinas",329,4,2,2,"9","acept","not furnished",2040,6300,420,80,8840,6312,9,1,0
"6314","Belo Horizonte",28,1,1,1,"0","not acept","furnished",550,1250,0,17,1817,6314,0,0,1
"6315","Rio de Janeiro",90,3,2,1,"2","not acept","furnished",1000,3800,310,49,5159,6315,2,0,1
"6318","Porto Alegre",240,3,4,3,"0","acept","not furnished",0,6000,184,107,6291,6318,0,1,0
"6319","Porto Alegre",55,2,1,0,"19","acept","not furnished",500,1200,84,18,1802,6319,19,1,0
"6320","Belo Horizonte",90,3,2,0,"8","not acept","not furnished",630,4200,150,56,5036,6320,8,0,0
"6324","Rio de Janeiro",32,1,1,0,"8","acept","not furnished",574,1400,66,19,2059,6324,8,1,0
"6325","Belo Horizonte",29,1,1,0,"1","not acept","not furnished",0,1100,8,15,1123,6325,1,0,0
"6327","Campinas",170,3,2,2,"0","acept","not furnished",0,2300,98,35,2433,6327,0,1,0
"6328","Belo Horizonte",45,1,1,1,"3","not acept","furnished",300,3000,0,40,3340,6328,3,0,1
"6329","Campinas",341,4,6,4,"0","acept","not furnished",660,13000,608,196,14460,6329,0,1,0
"6330","Porto Alegre",80,2,2,0,"0","acept","furnished",330,1638,0,19,1987,6330,0,1,1
"6331","Rio de Janeiro",153,3,2,1,"2","acept","not furnished",1500,2550,157,33,4240,6331,2,1,0
"6332","Rio de Janeiro",120,3,2,1,"2","acept","not furnished",1260,2200,0,29,3489,6332,2,1,0
"6335","Campinas",84,3,1,1,"3","acept","not furnished",950,1200,147,16,2313,6335,3,1,0
"6341","Belo Horizonte",120,3,2,2,"1","not acept","not furnished",318,1700,331,23,2372,6341,1,0,0
"6342","Porto Alegre",150,3,3,2,"10","acept","furnished",1300,8900,250,130,10580,6342,10,1,1
"6344","Porto Alegre",54,1,1,0,"2","acept","not furnished",400,1000,25,15,1440,6344,2,1,0
"6347","Campinas",60,2,1,0,"0","not acept","not furnished",0,800,138,13,951,6347,0,0,0
"6348","Rio de Janeiro",125,3,2,1,"5","acept","furnished",1460,3500,295,46,5301,6348,5,1,1
"6349","Rio de Janeiro",28,1,1,0,"1","acept","not furnished",450,1870,0,25,2345,6349,1,1,0
"6350","Porto Alegre",78,2,1,0,"3","acept","not furnished",280,1480,32,22,1814,6350,3,1,0
"6351","Porto Alegre",46,1,1,0,"6","acept","not furnished",345,850,27,13,1235,6351,6,1,0
"6355","Campinas",100,3,2,2,"0","acept","not furnished",0,2250,15,34,2299,6355,0,1,0
"6356","Belo Horizonte",30,1,1,1,"0","not acept","not furnished",0,705,0,10,715,6356,0,0,0
"6357","Porto Alegre",43,1,1,0,"3","acept","furnished",250,1500,25,22,1797,6357,3,1,1
"6361","Rio de Janeiro",71,2,2,1,"12","acept","furnished",1170,3500,190,46,4906,6361,12,1,1
"6363","Campinas",122,3,2,1,"4","acept","not furnished",250,1750,117,23,2140,6363,4,1,0
"6364","Rio de Janeiro",58,2,2,1,"3","acept","not furnished",745,1200,44,16,2005,6364,3,1,0
"6366","Porto Alegre",90,3,2,2,"9","acept","not furnished",1163,2500,202,37,3902,6366,9,1,0
"6368","Campinas",155,3,3,2,"0","acept","not furnished",960,5500,15,83,6558,6368,0,1,0
"6369","Rio de Janeiro",85,2,1,0,"8","acept","furnished",1500,2975,134,39,4648,6369,8,1,1
"6371","Rio de Janeiro",30,1,1,0,"8","acept","furnished",500,2000,45,26,2571,6371,8,1,1
"6373","Porto Alegre",25,1,1,0,"8","acept","not furnished",277,750,27,11,1065,6373,8,1,0
"6374","Belo Horizonte",176,4,2,2,"0","acept","not furnished",0,4500,226,74,4800,6374,0,1,0
"6376","Belo Horizonte",95,2,2,1,"10","acept","not furnished",735,1600,170,22,2527,6376,10,1,0
"6380","Belo Horizonte",68,2,2,2,"3","acept","not furnished",168,800,59,11,1038,6380,3,1,0
"6382","Belo Horizonte",70,2,2,2,"6","acept","not furnished",625,2250,211,30,3116,6382,6,1,0
"6383","Belo Horizonte",50,2,1,1,"3","acept","not furnished",170,1000,28,14,1212,6383,3,1,0
"6389","Belo Horizonte",362,5,4,4,"15","not acept","not furnished",1400,7900,1504,106,10910,6389,15,0,0
"6390","Rio de Janeiro",61,2,1,0,"3","acept","not furnished",640,1297,21,17,1975,6390,3,1,0
"6391","Porto Alegre",156,3,2,1,"0","acept","not furnished",0,1615,110,29,1754,6391,0,1,0
"6393","Rio de Janeiro",120,3,3,2,"5","acept","furnished",1100,2800,150,37,4087,6393,5,1,1
"6394","Belo Horizonte",200,4,2,2,"0","acept","furnished",0,12000,233,197,12430,6394,0,1,1
"6398","Belo Horizonte",400,3,3,2,"0","acept","not furnished",0,4800,0,79,4879,6398,0,1,0
"6403","Porto Alegre",100,4,2,1,"2","acept","not furnished",750,1820,167,27,2764,6403,2,1,0
"6404","Rio de Janeiro",72,1,2,1,"6","acept","not furnished",580,2000,0,26,2606,6404,6,1,0
"6405","Rio de Janeiro",70,2,1,0,"2","acept","furnished",250,2000,7,26,2283,6405,2,1,1
"6414","Belo Horizonte",62,2,2,0,"1","acept","not furnished",0,1300,0,18,1318,6414,1,1,0
"6415","Rio de Janeiro",80,2,2,0,"6","acept","not furnished",650,2500,0,33,3183,6415,6,1,0
"6417","Rio de Janeiro",65,1,1,0,"0","acept","not furnished",300,1800,30,24,2154,6417,0,1,0
"6422","Rio de Janeiro",100,2,2,3,"12","not acept","not furnished",1470,3478,180,45,5173,6422,12,0,0
"6424","Porto Alegre",98,3,1,0,"1","not acept","not furnished",240,12750,50,187,13230,6424,1,0,0
"6425","Belo Horizonte",164,3,2,2,"0","acept","not furnished",0,3200,131,53,3384,6425,0,1,0
"6427","Rio de Janeiro",28,1,1,0,"3","acept","furnished",609,1189,0,16,1814,6427,3,1,1
"6428","Rio de Janeiro",60,2,1,0,"11","not acept","furnished",600,1650,0,22,2272,6428,11,0,1
"6431","Rio de Janeiro",250,5,3,1,"0","acept","not furnished",500,4000,100,61,4661,6431,0,1,0
"6433","Rio de Janeiro",156,4,3,2,"4","acept","not furnished",1350,3900,600,51,5901,6433,4,1,0
"6435","Belo Horizonte",75,3,2,1,"3","acept","not furnished",500,1500,50,20,2070,6435,3,1,0
"6439","Porto Alegre",40,1,1,0,"10","acept","not furnished",200,800,19,12,1031,6439,10,1,0
"6441","Porto Alegre",70,2,2,0,"3","not acept","furnished",400,1995,80,30,2505,6441,3,0,1
"6443","Porto Alegre",40,1,1,1,"1","acept","not furnished",402,1050,67,16,1535,6443,1,1,0
"6446","Campinas",54,2,1,1,"10","acept","not furnished",320,1500,23,20,1863,6446,10,1,0
"6447","Campinas",291,4,3,2,"0","acept","not furnished",0,3300,208,50,3558,6447,0,1,0
"6448","Belo Horizonte",86,2,1,1,"1","acept","not furnished",200,1310,130,18,1658,6448,1,1,0
"6451","Campinas",200,3,4,2,"4","not acept","not furnished",2500,2000,275,26,4801,6451,4,0,0
"6454","Porto Alegre",54,2,1,2,"2","acept","not furnished",240,1310,30,20,1600,6454,2,1,0
"6455","Porto Alegre",387,7,5,3,"0","acept","furnished",0,6000,394,107,6501,6455,0,1,1
"6458","Belo Horizonte",520,3,3,4,"20","not acept","not furnished",2224,12000,1133,160,15520,6458,20,0,0
"6460","Rio de Janeiro",60,1,1,0,"3","acept","not furnished",520,1580,0,21,2121,6460,3,1,0
"6463","Rio de Janeiro",103,3,2,0,"4","acept","not furnished",812,2750,200,36,3798,6463,4,1,0
"6468","Campinas",68,2,1,1,"1","acept","not furnished",400,1500,70,20,1990,6468,1,1,0
"6470","Rio de Janeiro",70,2,2,1,"1","acept","furnished",950,3500,225,46,4721,6470,1,1,1
"6472","Porto Alegre",38,1,1,0,"1","acept","not furnished",280,690,9,11,990,6472,1,1,0
"6481","Belo Horizonte",90,3,2,1,"2","not acept","not furnished",300,1600,140,22,2062,6481,2,0,0
"6482","Rio de Janeiro",65,2,1,0,"1","not acept","not furnished",560,1600,67,21,2248,6482,1,0,0
"6484","Porto Alegre",68,2,1,0,"2","acept","not furnished",160,1320,26,20,1526,6484,2,1,0
"6485","Porto Alegre",180,6,2,3,"1","acept","not furnished",0,4800,242,71,5113,6485,1,1,0
"6491","Belo Horizonte",85,2,2,1,"1","acept","not furnished",541,2800,0,38,3379,6491,1,1,0
"6492","Rio de Janeiro",37,1,1,0,"8","not acept","furnished",700,1400,209,19,2328,6492,8,0,1
"6493","Porto Alegre",64,2,3,2,"2","acept","not furnished",400,2750,113,41,3304,6493,2,1,0
